1091,citrus fruit,other vegetables,milk,curd,yogurt,whipped/sour cream,cream cheese ,pastry,vinegar,oil,coffee,long life bakery product,detergent,cleaner,napkins,newspapers,,,,,,,
1092,light bulbs,,,,,,,,,,,,,,,,,,,,,,
1093,cream cheese ,margarine,tea,,,,,,,,,,,,,,,,,,,,
1094,sausage,curd,frozen meals,domestic eggs,cake bar,seasonal products,detergent,cleaner,house keeping products,pot plants,shopping bags,,,,,,,,,,,,
1095,citrus fruit,onions,,,,,,,,,,,,,,,,,,,,,
1096,other vegetables,whipped/sour cream,roll products ,,,,,,,,,,,,,,,,,,,,
1097,chicken,tropical fruit,pip fruit,root vegetables,other vegetables,milk,butter,yogurt,whipped/sour cream,hard cheese,frozen vegetables,frozen fish,domestic eggs,white bread,rice,specialty fat,dog food,bottled water,fruit/vegetable juice,long life bakery product,softener,napkins,cling film/bags
1098,ice cream,,,,,,,,,,,,,,,,,,,,,,
1099,pork,beef,ice cream,rolls,newspapers,,,,,,,,,,,,,,,,,,
1100,pork,tropical fruit,other vegetables,yogurt,semi-finished bread,flour,margarine,artif. sweetener,organic products,chocolate marshmallow,,,,,,,,,,,,,
